year,field,name,gender
1997,Physiology or Medicine,Daisuke,
1997,Economic Sciences,Mahmut,
1997,Economic Sciences,PETER,
1997,Economic Sciences,Amitava,
1997,Economic Sciences,Hokey,
1997,Economic Sciences,KENNETH,
1997,Economic Sciences,Sharon,
1997,Economic Sciences,Ryuzo,
1997,Economic Sciences,CARL,
1997,Economic Sciences,Viviane,
1997,Economic Sciences,Philippe,
1998,Physics,Peter,
1998,Physics,Ken,
1998,Physics,Paul,
1998,Physics,Robert,
1998,Physics,Måns,
1998,Physics,Sung‐Joon,
1998,Physics,Kisik,
1998,Physics,Yoichiro,
1998,Physics,Uma,
1998,Physics,Sou-Tung,
1998,Chemistry,Yoshiro,
1998,Chemistry,Gottfried,
1998,Chemistry,Peter,
1998,Chemistry,Robert,
1998,Chemistry,Arne,
1998,Chemistry,Laszlo,
1998,Chemistry,Umberto,
1998,Chemistry,Albrecht,
1998,Chemistry,Mirto,
1998,Chemistry,George,
1998,Physiology or Medicine,Yi,
1998,Physiology or Medicine,Sadis,
1998,Physiology or Medicine,Kiran,
1998,Physiology or Medicine,Wei-Zhong,
1998,Physiology or Medicine,John,
1998,Physiology or Medicine,Jane,
1998,Physiology or Medicine,Michel,
1998,Physiology or Medicine,Claudia,
1998,Physiology or Medicine,Albert,
1998,Physiology or Medicine,Gerhard,
1998,Economic Sciences,Harish,
1998,Economic Sciences,Kuldeep,
1998,Economic Sciences,John,
1998,Economic Sciences,Ambe,
1998,Economic Sciences,Marolee,
1998,Economic Sciences,Lawrence,
1998,Economic Sciences,Sumer,
1998,Economic Sciences,Yuehong,
1998,Economic Sciences,Yuying,
1998,Economic Sciences,Hong-Chul,
1999,Physics,Peter,
1999,Physics,Yeong,
1999,Physics,Jae,
1999,Physics,Gerald,
1999,Physics,Donatella,
1999,Physics,Christopher,
1999,Physics,Christof,
1999,Physics,BRUCE,
1999,Physics,Colin,
1999,Physics,Kevin,
1999,Chemistry,Guillermo,
1999,Chemistry,Montserrat,
1999,Chemistry,Jon,
1999,Chemistry,Yi,
1999,Chemistry,Suzanne,
1999,Chemistry,Sergio,
1999,Chemistry,Youssef,
1999,Chemistry,Mercè,
1999,Chemistry,Irina,
1999,Chemistry,Akemi,
1999,Physiology or Medicine,HB,
1999,Physiology or Medicine,Gail,
1999,Physiology or Medicine,TW,
1999,Physiology or Medicine,ME,
1999,Physiology or Medicine,PhGH,
1999,Physiology or Medicine,SL,
1999,Physiology or Medicine,AJ,
1999,Physiology or Medicine,Michael,
1999,Physiology or Medicine,CL,
1999,Physiology or Medicine,Ivan,
1999,Economic Sciences,Henry,
1999,Economic Sciences,Armando,
1999,Economic Sciences,Sergiu,
1999,Economic Sciences,Karen,
1999,Economic Sciences,Kei,
1999,Economic Sciences,Michael,
1999,Economic Sciences,David,
1999,Economic Sciences,Darien,
1999,Economic Sciences,Donald,
1999,Economic Sciences,Andrew,
2000,Physics,Bruce,
2000,Physics,Fabiola,
2000,Physics,MW,
2000,Physics,Amir,
2000,Physics,Edwin,
2000,Physics,Peter,
2000,Physics,Granville,
2000,Physics,René,
2000,Physics,Shoichi,
2000,Physics,Josef,
2000,Chemistry,Patrizia,
2000,Chemistry,Masayuki,
2000,Chemistry,Morris,
2000,Chemistry,Fumiyuki,
2000,Chemistry,John,
2000,Chemistry,Tsuyoshi,
2000,Chemistry,Ikuzo,
2000,Chemistry,Jürgen,
2000,Chemistry,Akio,
2000,Chemistry,Jörg,
2000,Physiology or Medicine,Rafael,
2000,Physiology or Medicine,Mauro,
2000,Physiology or Medicine,Konstantinos,
2000,Physiology or Medicine,Spyros,
2000,Physiology or Medicine,Pantelis,
2000,Physiology or Medicine,Michael,
2000,Physiology or Medicine,Elisa,
2000,Physiology or Medicine,David,
2000,Physiology or Medicine,Stylianos,
2000,Physiology or Medicine,George,
2000,Economic Sciences,Rolf,
2000,Economic Sciences,Ronald,
2000,Economic Sciences,Peter,
2000,Economic Sciences,Salwa,
2000,Economic Sciences,Andrea,
2000,Economic Sciences,Yves,
2000,Economic Sciences,Shawna,
2000,Economic Sciences,Ume-Laila,
2000,Economic Sciences,Himayatullah,
2000,Economic Sciences,Melville,
2001,Physics,Nora,
2001,Physics,Peter,
2001,Physics,Arne,
2001,Physics,Wolfgang,
2001,Physics,Stephan,
2001,Physics,John,
2001,Physics,Holger,
2001,Physics,Villy,
2001,Physics,Violeta,
2001,Physics,Andrew,
2001,Chemistry,Alois,
2001,Chemistry,Eike,
2001,Chemistry,Xiaojing,
2001,Chemistry,Geoff,
2001,Chemistry,Hung-wen,
2001,Chemistry,Hubert,
2001,Chemistry,Piotr,
2001,Chemistry,Publishers,
2001,Chemistry,Gautam,
2001,Chemistry,Aleksandra,
2001,Physiology or Medicine,Henry,
2001,Physiology or Medicine,Masashi,
2001,Physiology or Medicine,Robert,
2001,Physiology or Medicine,Christoph,
2001,Physiology or Medicine,Dagmar,
2001,Physiology or Medicine,Nathan,
2001,Physiology or Medicine,Rajesh,
2001,Physiology or Medicine,Stig,
2001,Physiology or Medicine,Bernd,
2001,Physiology or Medicine,Gerhard,
2001,Economic Sciences,Peter,
2001,Economic Sciences,Kaya,
2001,Economic Sciences,Yigal,
2001,Economic Sciences,Toshio,
2001,Economic Sciences,Aki,
2001,Economic Sciences,Funda,
2001,Economic Sciences,Yeonmin,
2001,Economic Sciences,Joe,
2001,Economic Sciences,Hector,
2001,Economic Sciences,Donald,
2002,Physics,Paul,
2002,Physics,Robert,
2002,Physics,Hisakazu,
2002,Physics,Hitoshi,
2002,Physics,Ani,
2002,Physics,Hiroshi,
2002,Physics,Ricard,
2002,Physics,Michael,
2002,Physics,Sinéad,
2002,Physics,Einan,
2002,Chemistry,Lijuan,
2002,Chemistry,Alexander,
2002,Chemistry,Martha,
2002,Chemistry,Nobuo,
2002,Chemistry,William,
2002,Chemistry,Paola,
2002,Chemistry,Gillian,
2002,Chemistry,Helmut,
2002,Chemistry,James,
2002,Chemistry,Tamio,
2002,Physiology or Medicine,Stefan,
2002,Physiology or Medicine,Kevin,
2002,Physiology or Medicine,AM,
2002,Physiology or Medicine,Shobha,
2002,Physiology or Medicine,Kuo-Hsing,
2002,Physiology or Medicine,Yan,
2002,Physiology or Medicine,David,
2002,Physiology or Medicine,Ari,
2002,Physiology or Medicine,Daniel,
2002,Physiology or Medicine,George,
2002,Economic Sciences,Michaela-Maria,
2002,Economic Sciences,Sule,
2002,Economic Sciences,Jessica,
2002,Economic Sciences,Fusun,
2002,Economic Sciences,Burç,
2002,Economic Sciences,Sait,
2002,Economic Sciences,Shinn,
2002,Economic Sciences,Jennifer,
2002,Economic Sciences,Richard,
2002,Economic Sciences,Nevil,
2003,Physics,Stefan,
2003,Physics,Lee,
2003,Physics,Edwin,
2003,Physics,Ken,
2003,Physics,Sottrios,
2003,Physics,Marek,
2003,Physics,Claus,
2003,Chemistry,Robert,
2003,Chemistry,Olivier,
2003,Chemistry,Gérard,
2003,Chemistry,Thomas,
2003,Chemistry,Dongchon,
2003,Chemistry,Ruian,
2003,Chemistry,Lisong,
2003,Chemistry,Jacek,
2003,Chemistry,Qitao,
2003,Chemistry,Sudhir,
2003,Physiology or Medicine,Indu,
2003,Physiology or Medicine,Uwe,
2003,Physiology or Medicine,Kathryn,
2003,Physiology or Medicine,Paul,
2003,Physiology or Medicine,Ed,
2003,Physiology or Medicine,SHANNON,
2003,Physiology or Medicine,Hiroshi,
2003,Physiology or Medicine,Dennis,
2003,Physiology or Medicine,Yuichi,
2003,Physiology or Medicine,Dale,
2003,Economic Sciences,Klaus,
2003,Economic Sciences,Yearul,
2003,Economic Sciences,Yung-Fu,
2003,Economic Sciences,Imran,
2003,Economic Sciences,Kun-Jen,
2003,Economic Sciences,Fatma,
2003,Economic Sciences,Khuli,
2003,Economic Sciences,Oumar,
2003,Economic Sciences,Jaré,
2003,Economic Sciences,Mahmud-ul-Islam,
2004,Physics,Mike,
2004,Physics,Edmund,
2004,Physics,Louis,
2004,Physics,Ken,
2004,Physics,Rumiana,
2004,Physics,Yuri,
2004,Physics,Boris,
2004,Chemistry,Alois,
2004,Chemistry,Walter,
2004,Chemistry,Giuseppe,
2004,Chemistry,Roald,
2004,Chemistry,Gabriele,
2004,Chemistry,Sandra,
2004,Chemistry,Dieter,
2004,Chemistry,Pierangelo,
2004,Chemistry,Neville,
2004,Physiology or Medicine,Ronald,
2004,Physiology or Medicine,AbdullahO,
2004,Physiology or Medicine,Roger,
2004,Physiology or Medicine,Irwin,
2004,Physiology or Medicine,Aruni,
2004,Physiology or Medicine,Marshall,
2004,Physiology or Medicine,Fan,
2004,Physiology or Medicine,Austin,
2004,Physiology or Medicine,Rafi,
2004,Physiology or Medicine,Zhi-chao,
2004,Economic Sciences,Jalal,
2004,Economic Sciences,Doris,
2004,Economic Sciences,Gustav,
2004,Economic Sciences,Arnold,
2004,Economic Sciences,Gernot,
2004,Economic Sciences,HA,
2004,Economic Sciences,Said,
2004,Economic Sciences,Christian,
2004,Economic Sciences,JH,
2004,Economic Sciences,Noriko,
2005,Physics,Jim,
2005,Physics,Kelly,
2005,Physics,Toni,
2005,Physics,Toshio,
2005,Physics,Leszek,
2005,Physics,Dan,
2005,Physics,John,
2005,Physics,Michel,
2005,Physics,Ken-ichi,
2005,Physics,Makoto,
2005,Chemistry,Rom,
2005,Chemistry,Rick,
2005,Chemistry,Masaaki,
2005,Chemistry,Guy,
2005,Chemistry,Olgun,
2005,Chemistry,Norberto,
2005,Chemistry,Hongze,
2005,Chemistry,Shigekazu,
2005,Chemistry,Salvatore,
2005,Chemistry,Claudio,
2005,Physiology or Medicine,Keiko,
2005,Physiology or Medicine,Jonathan,
2005,Physiology or Medicine,Raymond,
2005,Physiology or Medicine,Stuart,
2005,Physiology or Medicine,NORIHIRO,
2005,Physiology or Medicine,Torvid,
2005,Physiology or Medicine,Michel,
2005,Physiology or Medicine,Rajiv,
2005,Physiology or Medicine,Les,
2005,Physiology or Medicine,Susan,
2005,Economic Sciences,Max,
2005,Economic Sciences,No,
2005,Economic Sciences,Robert,
2005,Economic Sciences,Al-Nawafleh,
2005,Economic Sciences,Abo-Zaied,
2005,Economic Sciences,Hector,
2005,Economic Sciences,Ahmet,
2005,Economic Sciences,Gabr,
2005,Economic Sciences,KA,
2005,Economic Sciences,AS,
2006,Physics,Peter,
2006,Physics,Toni,
2006,Physics,Denes,
2006,Physics,Dirk,
2006,Physics,Akira,
2006,Physics,Marco,
2006,Physics,David,
2006,Physics,Marianna,
2006,Physics,Cristina,
2006,Physics,Tomofumi,
2006,Chemistry,Wendy,
2006,Chemistry,RACHEL,
2006,Chemistry,Mihkel,
2006,Physiology or Medicine,Frank,
2006,Physiology or Medicine,Bart,
2006,Physiology or Medicine,Maysoon,
2006,Physiology or Medicine,Brian,
2006,Physiology or Medicine,Jean,
2006,Physiology or Medicine,Rie,
2006,Physiology or Medicine,Ding,
2006,Physiology or Medicine,Chris,
2006,Physiology or Medicine,Jennifer,
2006,Physiology or Medicine,Isao,
2006,Economic Sciences,Peter,
2006,Economic Sciences,EA,
2006,Economic Sciences,Ayao,
2006,Economic Sciences,NE,
2006,Economic Sciences,Giuseppe,
2006,Economic Sciences,Bharat,
2006,Economic Sciences,Arkopal,
2006,Economic Sciences,Kotaro,
2006,Economic Sciences,Elena,
2006,Economic Sciences,MJ,
2007,Physics,Paul-Henri,
2007,Physics,Toni,
2007,Physics,Dan,
2007,Physics,Pallab,
2007,Physics,Naveen,
2007,Physics,Miloslav,
2007,Physics,Michael,
2007,Physics,Piotr,
2007,Physics,Thomas,
2007,Physics,Shirley,
2007,Chemistry,Günter,
2007,Chemistry,Ajayan,
2007,Chemistry,Mathieu,
2007,Chemistry,John,
2007,Chemistry,Tetsuya,
2007,Chemistry,Georg,
2007,Chemistry,Bruno,
2007,Chemistry,Neville,
2007,Chemistry,Katsuhiko,
2007,Chemistry,Toshiyuki,
2007,Physiology or Medicine,Emrys,
2007,Physiology or Medicine,Frank,
2007,Physiology or Medicine,Cecilia,
2007,Physiology or Medicine,Utpal,
2007,Physiology or Medicine,Michael,
2007,Physiology or Medicine,Sudhir,
2007,Physiology or Medicine,Christian,
2007,Physiology or Medicine,Saumitra,
2007,Physiology or Medicine,Jahar,
2007,Physiology or Medicine,Andrew,
2007,Economic Sciences,Emel,
2007,Economic Sciences,CAMILLO,
2007,Economic Sciences,Füsun,
2007,Economic Sciences,Zhongsheng,
2007,Economic Sciences,Şule,
2007,Economic Sciences,Isaac,
2007,Economic Sciences,Wenqi,
2007,Economic Sciences,Liang,
2007,Economic Sciences,Ann,
2007,Economic Sciences,Patricia,
2008,Physics,Hendrick,
2008,Physics,Maciej,
2008,Physics,Steven,
2008,Physics,Christian,
2008,Physics,Federico,
2008,Physics,Alan,
2008,Physics,Vincent,
2008,Chemistry,Klaus,
2008,Chemistry,Bernhard,
2008,Chemistry,Marcel,
2008,Chemistry,François,
2008,Chemistry,Alison,
2008,Chemistry,Bruno,
2008,Chemistry,Annette,
2008,Chemistry,Julio,
2008,Chemistry,Volker,
2008,Chemistry,Ralph,
2008,Physiology or Medicine,Derek,
2008,Physiology or Medicine,Michele,
2008,Physiology or Medicine,Johanna,
2008,Physiology or Medicine,Stuart,
2008,Physiology or Medicine,Tim,
2008,Physiology or Medicine,Alessandro,
2008,Physiology or Medicine,Trish,
2008,Physiology or Medicine,Jennifer,
2008,Physiology or Medicine,David,
2008,Physiology or Medicine,Simon,
2008,Economic Sciences,Guohua,
2008,Economic Sciences,Zhongsheng,
2008,Economic Sciences,Jiemin,
2008,Economic Sciences,Reinaldo,
2008,Economic Sciences,Fernando,
2008,Economic Sciences,Ali,
2008,Economic Sciences,Liang,
2008,Economic Sciences,Bin,
2008,Economic Sciences,Gideon,
2008,Economic Sciences,Gabriel,
2009,Physics,Shoji,
2009,Physics,John,
2009,Physics,Matthew,
2009,Physics,Fabio,
2009,Physics,Gennaro,
2009,Physics,Shan-Noon,
2009,Physics,Vijay,
2009,Physics,Friedwardt,
2009,Physics,Gianpiero,
2009,Physics,Daniel,
2009,Chemistry,Ronald,
2009,Chemistry,Takashiro,
2009,Chemistry,Julius,
2009,Chemistry,Brian,
2009,Chemistry,AM,
2009,Chemistry,Dan,
2009,Chemistry,Per,
2009,Chemistry,Shlomo,
2009,Chemistry,Luigi,
2009,Chemistry,David,
2009,Physiology or Medicine,Benjamin,
2009,Physiology or Medicine,Shai,
2009,Physiology or Medicine,Herbert,
2009,Physiology or Medicine,Mark,
2009,Physiology or Medicine,Iain,
2009,Physiology or Medicine,Timothy,
2009,Physiology or Medicine,Michael,
2009,Physiology or Medicine,Susannah,
2009,Physiology or Medicine,Takuya,
2009,Physiology or Medicine,Yong,
2009,Economic Sciences,Takeshi,
2009,Economic Sciences,Luís,
2009,Economic Sciences,João,
2009,Economic Sciences,John,
2009,Economic Sciences,Dai,
2009,Economic Sciences,Fernando,
2009,Economic Sciences,Akihiro,
2009,Economic Sciences,Bernard,
2009,Economic Sciences,Shoko,
2009,Economic Sciences,Vincent,
2010,Physics,Wai-Yee,
2010,Physics,Vernon,
2010,Physics,Valentyn,
2010,Physics,So,
2010,Physics,Goran,
2010,Physics,Brian,
2010,Physics,Jonathan,
2010,Physics,Ettore,
2010,Physics,Stefano,
2010,Physics,Jennifer,
2010,Chemistry,Mauricio,
2010,Chemistry,Zuowei,
2010,Chemistry,Jose,
2010,Chemistry,Manuel,
2010,Chemistry,Jian,
2010,Chemistry,Fabian,
2010,Chemistry,Mounir,
2010,Chemistry,Otilia,
2010,Chemistry,Léo,
2010,Chemistry,Ines,
2010,Physiology or Medicine,Murray,
2010,Physiology or Medicine,Benjamin,
2010,Physiology or Medicine,Sriram,
2010,Physiology or Medicine,Hans,
2010,Physiology or Medicine,Fang,
2010,Physiology or Medicine,Na,
2010,Physiology or Medicine,Tim,
2010,Physiology or Medicine,Yu-Ying,
2010,Physiology or Medicine,Katleen,
2010,Physiology or Medicine,Nick,
2010,Economic Sciences,Mobolaji,
2010,Economic Sciences,Imad,
2010,Economic Sciences,Chi-Ok,
2010,Economic Sciences,Li,
2010,Economic Sciences,Risako,
2010,Economic Sciences,Anuj,
2010,Economic Sciences,Christopher,
2010,Economic Sciences,Carlos,
2010,Economic Sciences,Kazuya,
2010,Economic Sciences,Pengfei,
2011,Physics,Pat,
2011,Physics,Paul,
2011,Physics,Joseph,
2011,Physics,Robert,
2011,Physics,Nikolay,
2011,Physics,Tadao,
2011,Physics,Hailong,
2011,Physics,Youngmin,
2011,Physics,Enrique,
2011,Physics,Anatoly,
2011,Chemistry,Rana,
2011,Chemistry,Peter,
2011,Chemistry,Partha,
2011,Chemistry,Amitav,
2011,Chemistry,John,
2011,Chemistry,Andreas,
2011,Chemistry,Maria,
2011,Chemistry,Brigitte,
2011,Chemistry,Hartmut,
2011,Chemistry,Sezin,
2011,Physiology or Medicine,Stephanie,
2011,Physiology or Medicine,Yulia,
2011,Physiology or Medicine,Hans-Gustaf,
2011,Physiology or Medicine,Katrien,
2011,Physiology or Medicine,Apostolidou,
2011,Physiology or Medicine,Jeffrey,
2011,Physiology or Medicine,Renald,
2011,Physiology or Medicine,Frederic,
2011,Physiology or Medicine,Sima,
2011,Physiology or Medicine,Paige,
2011,Economic Sciences,Reza,
2011,Economic Sciences,Richard,
2011,Economic Sciences,Pei-Pei,
2011,Economic Sciences,Anjan,
2011,Economic Sciences,Vildan,
2011,Economic Sciences,Rangan,
2011,Economic Sciences,Gurcan,
2011,Economic Sciences,Sanjaya,
2011,Economic Sciences,Tina,
2011,Economic Sciences,Boris,
2012,Physics,Keiji,
2012,Physics,Halleh,
2012,Physics,Thomas,
2012,Physics,Matthew,
2012,Physics,Carsten,
2012,Physics,Zhigang,
2012,Physics,Stephen,
2012,Physics,Geoffrey,
2012,Physics,Kim,
2012,Physics,Philip,
2012,Chemistry,Krzysztof,
2012,Chemistry,Amandine,
2012,Chemistry,Herman,
2012,Chemistry,Yuriy,
2012,Chemistry,Alain,
2012,Chemistry,Michael,
2012,Chemistry,Ricardo,
2012,Chemistry,Bernard,
2012,Chemistry,David,
2012,Chemistry,Ernani,
2012,Physiology or Medicine,Jie,
2012,Physiology or Medicine,Suzan,
2012,Physiology or Medicine,Michelangelo,
2012,Physiology or Medicine,Chiara,
2012,Physiology or Medicine,Hisayoshi,
2012,Physiology or Medicine,Adam,
2012,Physiology or Medicine,Eve,
2012,Physiology or Medicine,Perikles,
2012,Physiology or Medicine,Sarah,
2012,Physiology or Medicine,Ivan,
2012,Economic Sciences,Cara,
2012,Economic Sciences,Oludayo,
2012,Economic Sciences,Fulya,
2012,Economic Sciences,Steffen,
2012,Economic Sciences,Silvio,
2012,Economic Sciences,Rajan,
2012,Economic Sciences,Shaligram,
2012,Economic Sciences,Xiaofeng,
2012,Economic Sciences,Federico,
2012,Economic Sciences,Gerhard,
2013,Physics,Don,
2013,Physics,Ctirad,
2013,Physics,Masaaki,
2013,Physics,Herbert,
2013,Physics,Curt,
2013,Physics,Dave,
2013,Physics,Tim,
2013,Physics,Yasuhisa,
2013,Physics,Tahei,
2013,Physics,Jerry,
2013,Chemistry,Bruce,
2013,Chemistry,Huw,
2013,Chemistry,Pieter,
2013,Chemistry,Ashraf,
2013,Chemistry,Ersin,
2013,Chemistry,Pellegrino,
2013,Chemistry,Zahra,
2013,Chemistry,Iwao,
2013,Chemistry,Julie,
2013,Chemistry,Phil,
2013,Physiology or Medicine,Derek,
2013,Physiology or Medicine,Laurent,
2013,Physiology or Medicine,Dimirela,
2013,Physiology or Medicine,Bengt,
2013,Physiology or Medicine,Luís,
2013,Physiology or Medicine,Beat,
2013,Physiology or Medicine,Arunraj,
2013,Physiology or Medicine,Toby,
2013,Physiology or Medicine,Thomas,
2013,Physiology or Medicine,Romuald,
2013,Economic Sciences,Stefan,
2013,Economic Sciences,Bruce,
2013,Economic Sciences,Prashant,
2013,Economic Sciences,Yongyong,
2013,Economic Sciences,John,
2013,Economic Sciences,Jane,
2013,Economic Sciences,Rod,
2013,Economic Sciences,Eirini,
2013,Economic Sciences,Michael,
2013,Economic Sciences,David,
2014,Physics,Florian,
2014,Physics,Pat,
2014,Physics,Matej,
2014,Physics,Paul,
2014,Physics,Simon,
2014,Physics,Giovanni,
2014,Physics,Marianna,
2014,Physics,Zheshen,
2014,Physics,Emily,
2014,Physics,Cristiano,
2014,Chemistry,Guy,
2014,Chemistry,Ricardo,
2014,Chemistry,Lawrence,
2014,Chemistry,Sandrine,
2014,Chemistry,Roman,
2014,Chemistry,Manas,
2014,Chemistry,David,
2014,Chemistry,Volodymyr,
2014,Chemistry,Vaishali,
2014,Chemistry,Viktor,
2014,Physiology or Medicine,Ailiang,
2014,Physiology or Medicine,Romain,
2014,Physiology or Medicine,Bart,
2014,Physiology or Medicine,Kevin,
2014,Physiology or Medicine,David,
2014,Physiology or Medicine,Dariusz,
2014,Physiology or Medicine,Jef,
2014,Physiology or Medicine,Izabela,
2014,Physiology or Medicine,Nazinigouba,
2014,Physiology or Medicine,Matiram,
2014,Economic Sciences,Mike,
2014,Economic Sciences,NJ,
2014,Economic Sciences,AH,
2014,Economic Sciences,Emmanuel,
2014,Economic Sciences,Jeetesh,
2014,Economic Sciences,John,
2014,Economic Sciences,SF,
2014,Economic Sciences,Vedat,
2014,Economic Sciences,Shae,
2014,Economic Sciences,Vincent,
2015,Physics,Jeevan,
2015,Physics,Ashvin,
2015,Physics,Madan,
2015,Physics,Philipp,
2015,Physics,Patrick,
2015,Physics,Adam,
2015,Physics,Chris,
2015,Physics,Manuel,
2015,Physics,Eric,
2015,Physics,Martino,
2015,Chemistry,Fang,
2015,Chemistry,Frank,
2015,Chemistry,Fathi,
2015,Chemistry,Marcus,
2015,Chemistry,Heinrich,
2015,Chemistry,Hong,
2015,Chemistry,Matteo,
2015,Chemistry,Jin-Hong,
2015,Chemistry,Christa,
2015,Chemistry,Haizhen,
2015,Physiology or Medicine,Yuji,
2015,Physiology or Medicine,Leif,
2015,Physiology or Medicine,Amitava,
2015,Physiology or Medicine,Koichi,
2015,Physiology or Medicine,Vitaliy,
2015,Physiology or Medicine,Bhajan,
2015,Physiology or Medicine,Rajesh,
2015,Physiology or Medicine,Alessio,
2015,Physiology or Medicine,Kalev,
2015,Physiology or Medicine,Susan,
2015,Economic Sciences,IRINA,
2015,Economic Sciences,Mingzhe,
2015,Economic Sciences,Anna-Maria,
2015,Economic Sciences,Mariana,
2015,Economic Sciences,Daiva,
2015,Economic Sciences,Patrick,
2015,Economic Sciences,Valentina,
2015,Economic Sciences,IULIAN,
2015,Economic Sciences,Beatrice,
2015,Economic Sciences,Xiaofeng,
2016,Physics,Susanne,
2016,Physics,Ramón,
2016,Physics,Douglas,
2016,Physics,Iddo,
2016,Physics,Brian,
2016,Physics,Kieron,
2016,Physics,Michael,
2016,Physics,Dean,
2016,Physics,Jan,
2016,Physics,Emily,
2016,Chemistry,Liming,
2016,Chemistry,Dan,
2016,Chemistry,Felix,
2016,Chemistry,Dirk,
2016,Chemistry,Jaephil,
2016,Chemistry,Feng,
2016,Chemistry,Anja,
2016,Chemistry,Gheorghe,
2016,Chemistry,Daniel,
2016,Chemistry,Qiong-Lin,
2016,Physiology or Medicine,Mariana,
2016,Physiology or Medicine,مجتبی,
2016,Physiology or Medicine,Yuehan,
2016,Physiology or Medicine,میلاد,
2016,Physiology or Medicine,Jared,
2016,Physiology or Medicine,عباسعلی,
2016,Physiology or Medicine,رضا,
2016,Physiology or Medicine,ابوالفضل,
2016,Physiology or Medicine,Mingming,
2016,Physiology or Medicine,Wuxing,
2016,Economic Sciences,Sergey,
2016,Economic Sciences,Zinoviy,
2016,Economic Sciences,Olha,
2016,Economic Sciences,Sreejith,
2016,Economic Sciences,Andrii,
2016,Economic Sciences,Vedat,
2016,Economic Sciences,Oleksiy,
2016,Economic Sciences,Oksana,
2016,Economic Sciences,Valery,
2016,Economic Sciences,Tetiana,
2017,Physics,Pierre,
2017,Physics,David,
2017,Physics,Jurgen,
2017,Physics,Michael,
2017,Physics,Sebastiano,
2017,Physics,Tommaso,
2017,Physics,Yuval,
2017,Physics,Phil,
2017,Physics,Eli,
2017,Physics,Philip,
2017,Chemistry,Renata,
2017,Chemistry,Ashanul,
2017,Chemistry,Senior,
2017,Chemistry,Helmut,
2017,Chemistry,Bartosz,
2017,Chemistry,Jerzy,
2017,Chemistry,Rashid,
2017,Chemistry,Jacek,
2017,Chemistry,Agnieszka,
2017,Chemistry,Neville,
2017,Physiology or Medicine,Zainab,
2017,Physiology or Medicine,Hani,
2017,Physiology or Medicine,Ghassan,
2017,Physiology or Medicine,Penny,
2017,Physiology or Medicine,Arunraj,
2017,Physiology or Medicine,Rodrigo,
2017,Physiology or Medicine,Hanan,
2017,Physiology or Medicine,Josh,
2017,Physiology or Medicine,Michaela,
2017,Physiology or Medicine,Affan,
2017,Economic Sciences,Yuliia,
2017,Economic Sciences,Gheorghiţa,
2017,Economic Sciences,Svetlana,
2017,Economic Sciences,Anna,
2017,Economic Sciences,Juliya,
2017,Economic Sciences,Petro,
2017,Economic Sciences,Olena,
2017,Economic Sciences,Ivelina,
2017,Economic Sciences,Gabriel,
2017,Economic Sciences,Liudmyla,
2018,Physics,Stefan,
2018,Physics,Neil,
2018,Physics,Ed,
2018,Physics,Mark,
2018,Physics,Youngwook,
2018,Physics,Simeon,
2018,Physics,Michael,
2018,Physics,Kenneth,
2018,Physics,Katherine,
2018,Physics,Philip,
2018,Chemistry,Zhimin,
2018,Chemistry,Klaus,
2018,Chemistry,Ron,
2018,Chemistry,Naama,
2018,Chemistry,Izabella,
2018,Chemistry,Hiroaki,
2018,Chemistry,Jean‐Nicolas,
2018,Chemistry,Qiang,
2018,Chemistry,Sławomir,
2018,Chemistry,Kensuke,
2018,Physiology or Medicine,Salma,
2018,Physiology or Medicine,Ahmed,
2018,Physiology or Medicine,Hala,
2018,Physiology or Medicine,Zhen,
2018,Physiology or Medicine,Yasmeen,
2018,Physiology or Medicine,Rizk,
2018,Physiology or Medicine,Eman,
2018,Physiology or Medicine,Sahar,
2018,Physiology or Medicine,Jutamas,
2018,Physiology or Medicine,Nermin,
2018,Economic Sciences,Alicia,
2018,Economic Sciences,Lingling,
2018,Economic Sciences,Elmarie,
2018,Economic Sciences,Iryna,
2018,Economic Sciences,Anna,
2018,Economic Sciences,Melville,
2018,Economic Sciences,Natalia,
2018,Economic Sciences,Karina,
2018,Economic Sciences,Roman,
2018,Economic Sciences,Olena,
2019,Physics,Witold,
2019,Physics,Erik,
2019,Physics,Michael,
2019,Physics,Yongmin,
2019,Physics,Matteo,
2019,Physics,Pietro,
2019,Physics,Gianluigi,
2019,Physics,Achim,
2019,Physics,Eva,
2019,Physics,George,
2019,Chemistry,Vlasios,
2019,Chemistry,Photis,
2019,Chemistry,Anne,
2019,Chemistry,Kai,
2019,Chemistry,Heather,
2019,Chemistry,Chiara,
2019,Chemistry,Kirill,
2019,Chemistry,Michael,
2019,Chemistry,Alberto,
2019,Physiology or Medicine,Stefan,
2019,Physiology or Medicine,Krzysztof,
2019,Physiology or Medicine,Michał,
2019,Physiology or Medicine,Frances,
2019,Physiology or Medicine,Suresh,
2019,Physiology or Medicine,Mariusz,
2019,Physiology or Medicine,Tadeusz,
2019,Physiology or Medicine,John,
2019,Physiology or Medicine,Marcin,
2019,Physiology or Medicine,Simon,
2019,Economic Sciences,Andres,
2019,Economic Sciences,Farhad,
2019,Economic Sciences,Melek,
2019,Economic Sciences,Amineh,
2019,Economic Sciences,Larisa,
2019,Economic Sciences,Avani,
2019,Economic Sciences,Giorgio,
2019,Economic Sciences,Oleksandra,
2019,Economic Sciences,Yurii,
2019,Economic Sciences,Francesco,
2020,Physics,Kwanghee,
2020,Physics,Jean,
